"FIPS","AllRace_Total","AllRace_50-","AllRace_50-65","AllRace_65+","AllRace_Male","AllRace_Male_50-","AllRace_Male_50-65","AllRace_Male_65+","AllRace_Female","AllRace_Female_50-","AllRace_Female_50-65","AllRace_Female_65+","W_Total","W_50-","W_50-65","W_65+","W_Male","W_Male_50-","W_Male_50-65","W_Male_65+","W_Female","W_Female_50-","W_Female_50-65","W_Female_65+","B_Total","B_50-","B_50-65","B_65+","B_Male","B_Male_50-","B_Male_50-65","B_Male_65+","B_Female","B_Female_50-","B_Female_50-65","B_Female_65+","I_Total","I_50-","I_50-65","I_65+","I_Male","I_Male_50-","I_Male_50-65","I_Male_65+","I_Female","I_Female_50-","I_Female_50-65","I_Female_65+","A_Total","A_50-","A_50-65","A_65+","A_Male","A_Male_50-","A_Male_50-65","A_Male_65+","A_Female","A_Female_50-","A_Female_50-65","A_Female_65+","H_Total","H_50-","H_50-65","H_65+","H_Male","H_Male_50-","H_Male_50-65","H_Male_65+","H_Female","H_Female_50-","H_Female_50-65","H_Female_65+","O_Total","O_50-","O_50-65","O_65+","O_Male","O_Male_50-","O_Male_50-65","O_Male_65+","O_Female","O_Female_50-","O_Female_50-65","O_Female_65+","state"
"29165",479,64,157,258,233,24,75,134,246,41,81,124,436,53,142,242,213,20,68,125,224,34,72,117,19,4,7,8,10,,,4,9,,,4,,,,,,,,,,,,,10,,,4,4,,,,5,,,,9,3,3,,5,,,,4,,,,,,,,,,,,,,,,"29"
"29167",161,17,49,95,77,4,22,51,84,13,27,44,158,16,48,94,76,4,21,51,82,12,27,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29169",197,33,70,93,101,13,38,50,96,21,32,43,172,27,61,85,89,10,33,46,83,17,27,39,11,,,4,6,,,,5,,,,,,,,,,,,,,,,5,,,,,,,,4,,,,6,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29171",34,,,23,17,,,12,17,,,11,33,,,23,17,,,12,17,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29173",64,6,20,38,32,,,21,32,3,12,17,62,6,19,37,31,,,20,31,3,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29175",148,17,49,83,78,10,24,43,71,7,24,39,138,14,46,78,70,8,22,40,67,7,23,37,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29177",138,14,43,81,72,6,22,44,66,8,21,37,134,13,43,78,70,5,22,43,64,8,21,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29179",45,4,12,29,25,,,15,20,,,13,44,4,12,28,24,,,15,20,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29181",91,9,29,52,46,3,16,28,44,5,15,25,89,9,29,51,45,3,15,27,44,5,14,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29183",2120,270,694,1156,1049,99,349,601,1071,171,345,555,1999,240,648,1111,993,89,327,577,1006,151,321,534,75,16,31,29,37,6,16,15,38,10,15,13,,,,,,,,,,,,,19,5,7,7,7,,,4,12,4,5,3,16,5,4,7,7,,,4,9,3,3,,,,,,,,,,,,,,"29"
"29185",64,4,19,40,37,,,25,27,,,15,63,4,19,40,36,,,25,27,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29186",120,10,41,69,64,4,21,40,56,7,19,30,118,10,39,69,63,4,20,39,55,6,19,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29187",436,48,142,246,232,20,78,133,204,28,63,113,426,47,136,242,224,19,75,131,201,27,63,111,6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29189",6038,631,1836,3570,2866,224,895,1746,3172,407,941,1824,4639,429,1338,2872,2234,153,665,1417,2404,276,673,1455,1199,154,439,606,543,54,207,282,656,100,232,324,6,,,4,,,,,,,,,100,22,32,46,42,8,12,23,58,14,20,24,47,15,11,21,22,5,5,12,25,10,6,9,47,,,21,,,,,,,,,"29"
"29195",131,12,43,76,64,4,23,37,66,8,20,39,120,10,39,71,59,4,21,34,61,7,17,37,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29197",24,,,14,12,,,7,12,,,7,23,,,14,11,,,7,12,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29199",19,,,13,9,,,7,10,,,6,18,,,13,9,,,6,10,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29201",260,25,85,150,137,9,45,83,123,16,39,68,239,21,76,141,126,8,39,79,112,14,36,62,18,,,8,9,,,3,9,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29203",46,4,13,29,23,,,15,23,,,14,45,4,13,29,23,,,15,22,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29205",44,3,11,29,23,,,15,21,,,14,43,3,11,29,22,,,15,21,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29207",209,21,57,130,111,8,29,73,98,13,28,57,204,20,55,128,107,8,28,72,96,12,28,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29209",245,15,64,166,139,6,35,98,107,9,29,69,243,14,63,165,137,5,35,97,106,8,29,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29211",31,3,8,20,17,,,12,13,,,8,29,,,20,16,,,12,13,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29213",345,31,99,215,182,12,50,120,163,18,50,95,335,28,95,212,176,10,48,118,159,17,48,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29215",149,13,43,93,76,4,20,51,73,9,22,42,146,13,42,92,74,4,20,51,72,9,22,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29217",109,8,29,72,56,4,14,38,53,4,15,34,103,8,28,67,52,4,13,35,51,4,15,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29219",202,19,71,113,98,6,31,60,104,12,40,52,196,18,69,109,95,6,30,59,101,12,39,51,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29221",144,14,51,79,77,6,28,43,67,9,22,36,141,14,49,78,75,5,28,42,66,8,22,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29223",90,7,32,51,51,3,18,31,39,4,14,20,88,7,32,50,50,,,29,39,4,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29225",203,22,69,112,106,9,33,64,97,13,36,48,199,21,68,110,104,9,32,63,95,12,36,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29227",14,,,9,8,,,5,7,,,4,14,,,9,8,,,5,6,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29229",117,10,38,69,58,4,17,37,59,6,20,33,116,10,37,69,57,3,18,37,59,6,20,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"29510",1502,182,573,747,752,70,314,368,750,112,259,379,711,86,255,370,365,36,140,189,346,51,114,181,740,83,300,356,363,30,165,167,377,53,135,189,,,,,,,,,,,,,19,5,6,8,9,,,5,10,3,4,3,17,5,6,6,7,,,3,9,3,4,,,,,,,,,,,,,,"29"
"30001",51,4,12,36,28,,,21,23,,,15,50,3,12,35,27,,,20,23,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30003",65,6,22,38,33,,,19,32,4,9,19,31,,,21,15,,,11,16,,,10,,,,,,,,,,,,,33,4,13,16,18,,,8,16,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30005",28,3,8,17,14,,,9,14,,,8,17,,,11,9,,,6,8,,,5,,,,,,,,,,,,,11,,,6,5,,,,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30007",51,4,17,30,33,,,21,18,,,9,49,3,17,29,32,,,21,17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30009",76,7,20,49,42,,,29,34,4,11,20,75,6,21,48,41,,,29,34,4,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30011",10,,,7,5,,,4,5,,,3,10,,,7,5,,,4,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30013",458,44,133,280,244,18,67,159,213,26,66,121,422,38,120,264,227,15,62,150,195,23,58,114,,,,,,,,,,,,,24,4,9,11,11,,,6,12,,,5,,,,,,,,,,,,,6,,,,,,,,3,,,,,,,,,,,,,,,,"30"
"30015",28,,,19,16,,,12,12,,,7,26,,,18,15,,,12,11,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30017",78,6,24,47,46,,,30,31,4,10,17,76,6,24,46,45,,,30,30,4,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30019",10,,,6,7,,,4,3,,,,9,,,6,6,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30021",49,7,12,30,28,,,18,22,4,5,12,49,7,11,30,27,,,18,21,4,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30023",66,4,18,44,38,,,26,28,,,18,63,4,16,43,37,,,26,26,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30025",19,,,12,10,,,7,9,,,6,19,,,12,10,,,7,9,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30027",74,7,19,48,42,,,30,32,5,9,18,70,6,18,46,40,,,29,31,4,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30029",687,68,195,424,371,24,101,247,315,44,94,177,656,62,183,411,355,22,94,238,302,40,89,172,,,,,,,,,,,,,9,,,3,5,,,,4,,,,3,,,,,,,,,,,,6,,,4,4,,,,,,,,,,,,,,,,,,,,"30"
"30031",492,71,148,273,275,29,81,165,218,42,68,108,472,66,139,267,263,27,76,160,209,39,64,107,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,8,,,,5,,,,3,,,,,,,,,,,,,,,,"30"
"30033",5,,,4,,,,,,,,,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30035",63,8,24,31,33,,,19,30,5,13,12,26,4,9,13,14,,,9,12,,,4,,,,,,,,,,,,,36,5,13,18,19,,,10,18,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30037",9,,,6,5,,,3,4,,,,9,,,6,4,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30039",23,,,16,12,,,8,11,,,8,22,,,16,12,,,8,11,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30041",83,11,22,50,46,4,12,30,38,7,10,21,65,8,16,42,36,,,25,30,6,7,16,,,,,,,,,,,,,17,,,8,9,,,4,8,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30043",95,6,30,59,56,3,16,37,39,,,22,93,6,30,57,55,3,15,37,38,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30045",11,,,7,6,,,4,5,,,3,11,,,7,6,,,4,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30047",212,16,54,142,109,4,24,81,103,12,30,61,174,10,39,125,92,,,72,82,8,21,53,,,,,,,,,,,,,33,5,14,14,14,,,7,20,4,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30049",443,48,127,267,233,18,65,150,210,29,63,117,423,45,120,258,225,17,62,146,198,27,58,112,,,,,,,,,,,,,11,,,6,3,,,,8,,,4,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30051",12,,,6,6,,,,6,,,3,12,,,6,6,,,,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30053",172,10,43,119,99,4,22,73,74,6,22,46,166,9,41,116,94,4,20,70,72,6,20,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30055",12,,,7,6,,,4,6,,,3,11,,,7,6,,,4,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30057",60,,,42,35,,,25,25,,,17,58,,,41,33,,,24,24,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30059",15,,,9,10,,,6,5,,,,14,,,8,9,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30061",34,,,22,21,,,15,13,,,7,32,,,21,20,,,14,12,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30063",569,69,163,337,284,25,77,182,285,44,86,154,533,63,153,317,261,22,71,168,271,41,82,149,,,,,,,,,,,,,15,,,7,6,,,,8,,,4,4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30065",44,3,14,27,24,,,16,20,,,11,42,,,26,23,,,16,19,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30067",112,8,34,70,60,4,16,40,52,5,17,30,107,8,32,68,58,3,16,39,49,4,17,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30069",4,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30071",32,,,22,19,,,12,13,,,10,29,,,20,18,,,11,11,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30073",39,5,9,26,20,,,14,19,,,11,35,4,7,24,19,,,13,16,,,10,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30075",13,,,8,7,,,3,6,,,4,13,,,7,7,,,3,6,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30077",54,4,16,34,35,,,22,19,,,12,51,4,15,33,33,,,21,18,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30079",9,,,6,4,,,,5,,,3,9,,,6,4,,,,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30081",297,20,78,199,170,7,42,121,128,12,37,78,282,18,74,191,160,7,39,114,122,11,35,76,,,,,,,,,,,,,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30083",47,6,17,25,27,,,16,20,4,7,9,45,6,16,23,26,,,14,19,4,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30085",50,9,17,23,28,4,10,14,22,5,8,9,23,,,14,14,,,9,9,,,5,,,,,,,,,,,,,26,7,9,10,13,,,5,13,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30087",58,7,20,31,31,,,17,27,5,8,14,39,5,12,22,22,,,14,17,3,6,8,,,,,,,,,,,,,17,,,9,8,,,,9,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30089",106,6,29,71,57,,,41,48,3,16,30,95,5,26,64,50,,,36,45,,,28,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30091",26,,,18,14,,,10,12,,,7,25,,,17,13,,,10,11,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30093",225,24,65,135,122,10,35,77,103,14,30,59,214,22,61,131,117,9,33,75,97,13,28,55,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30095",71,5,25,42,43,,,27,28,,,15,68,5,23,40,40,,,25,27,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30097",26,,,19,16,,,12,11,,,7,26,,,19,15,,,12,10,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30099",40,3,10,27,21,,,16,19,,,11,39,3,9,26,21,,,16,18,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30101",24,,,13,12,,,8,11,,,6,22,,,13,12,,,7,11,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30103",7,,,4,4,,,,,,,,7,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30105",54,5,16,33,30,,,19,24,,,14,47,4,13,30,26,,,17,21,,,13,,,,,,,,,,,,,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30107",18,,,12,12,,,7,6,,,5,17,,,11,12,,,7,6,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30109",6,,,5,4,,,,,,,,6,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30"
"30111",1038,118,313,608,527,48,164,316,511,70,149,292,962,101,284,576,490,40,150,301,471,60,135,276,6,,,,4,,,,,,,,37,8,12,17,17,4,6,8,20,4,6,9,,,,,,,,,,,,,23,5,10,8,11,,,5,11,,,4,,,,,,,,,,,,,"30"
"31001",190,20,55,115,93,8,28,58,96,12,28,57,182,18,53,110,90,7,27,55,92,10,27,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31003",45,4,13,28,26,,,15,19,,,12,43,4,13,27,25,,,15,19,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31009",4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31011",44,,,29,25,,,18,19,,,12,43,,,29,24,,,17,19,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31013",59,8,17,34,29,,,19,29,5,9,15,52,7,15,30,26,,,17,26,4,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31015",14,,,9,9,,,6,5,,,,14,,,9,9,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31017",20,,,14,10,,,8,9,,,6,19,,,14,10,,,8,9,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31019",251,30,70,151,131,10,36,85,120,21,33,66,241,27,67,147,126,9,34,83,115,19,31,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,3,4,,,,4,,,,,,,,,,,,,,,,"31"
"31021",52,4,18,30,29,,,17,23,,,13,51,4,18,29,28,,,17,22,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31023",50,4,14,33,29,,,19,21,,,13,49,4,13,32,28,,,19,20,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31025",168,20,62,86,88,7,33,49,80,13,29,38,165,20,60,85,86,7,32,47,79,13,28,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31027",55,5,16,34,31,,,22,24,,,12,54,4,17,33,30,,,22,23,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31029",23,,,14,14,,,9,9,,,6,22,,,14,13,,,8,9,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31031",31,3,8,20,17,,,11,14,,,8,29,,,19,15,,,11,14,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31033",51,5,16,30,27,,,16,24,,,14,48,4,15,29,26,,,16,22,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31035",44,4,13,27,21,,,14,23,,,13,42,3,13,26,21,,,13,22,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31037",42,7,14,22,21,,,12,21,6,6,10,36,5,11,20,20,,,12,16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,,,,,"31"
"31039",56,6,16,35,34,,,23,22,4,6,12,54,5,15,34,33,,,22,21,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31041",67,5,22,41,35,,,23,33,,,18,64,5,20,39,33,,,22,31,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31043",86,9,29,48,42,,,25,44,6,15,23,67,,,43,33,,,22,34,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,5,,5,,,,7,3,2,,,,,,,,,,,,,,"31"
"31045",36,,,23,18,,,12,18,,,11,34,,,22,17,,,11,17,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31047",115,13,35,68,59,4,16,38,57,9,18,29,101,8,30,63,51,,,36,50,6,17,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,4,4,6,,,,5,,,,,,,,,,,,,,,,"31"
"31049",12,,,9,7,,,5,5,,,4,11,,,8,7,,,5,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31051",35,5,11,20,20,,,13,15,,,7,33,4,10,19,19,,,12,14,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31053",245,32,72,141,122,10,37,75,123,22,35,66,234,29,69,135,117,9,36,72,117,20,33,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,5,,,,,,,,,,,,,,,,"31"
"31055",2869,413,926,1529,1449,150,477,822,1419,263,449,707,2388,314,743,1331,1209,115,382,712,1178,199,361,619,276,36,111,130,147,13,61,72,130,23,50,57,11,,,3,4,,,,7,,,,41,12,12,16,19,3,7,9,22,9,5,8,131,43,49,39,60,15,23,22,71,28,26,17,22,,,10,10,,,,11,,,,"31"
"31057",12,,,9,6,,,5,6,,,4,12,,,9,6,,,5,6,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
"31059",40,,,26,24,,,16,16,,,10,39,,,26,23,,,16,16,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31"
